Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed,Category ID,Primary Category
EPH-0404,v1.2 chronological census,V12-ABMX-0343,Retailer advertisement / price list,Waldens BMX Headquarters September specials,1983,1983,September 1983,Waldens BMX Headquarters,"Retail advertisement for bikes, parts, and protective equipment tied to World Championship coverage.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,waldens bmx headquarters september specials september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 6. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0405,v1.2 chronological census,V12-ABMX-0344,Dealer/shop advertisement,Dales Cycles Glasgow BMX headquarters advertisement,1983,1983,September 1983,Dales Cycles,"Dealer advertisement for a complete range of bikes, gear, and spares.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,dales cycles glasgow bmx headquarters advertisement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 6. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0406,v1.2 chronological census,V12-ABMX-0345,Retailer advertisement / price list,Bunney’s GT Yes helmet introduction offer,1983,1983,September 1983,Bunney’s Bikes; Yes,Retail offer introducing Yes Fibrelite and Scorpion helmets.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bunney s gt yes helmet introduction offer september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 6. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0407,v1.2 chronological census,V12-ABMX-0346,Retailer advertisement / price list,Halfords BMX accessories price campaign,1983,1983,September 1983,Halfords; Suntour; Trax Pro; Cobra,"Large retailer campaign for saddles, helmets, gloves, wheel hardware, brake controls, grips, and complete bicycles.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,halfords bmx accessories price campaign september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 8. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0408,v1.2 chronological census,V12-ABMX-0347,Product announcement / kit,"Harrogate product roundup: Rivat, Minoura, MKS, and brake controls",1983,1983,September 1983,Ron Kitching; Rivat; Minoura; MKS,"Product roundup introducing competition shoes, a folding workstand, Grafight-X pedals, and brake controls.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,harrogate product roundup rivat minoura mks and brake controls september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 10. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0409,v1.2 chronological census,V12-ABMX-0348,Retailer advertisement / price list,Surrey BMX September comprehensive price list,1983,1983,September 1983,Surrey BMX; Kuwahara; GT; Torker; Haro; Hutch; Skyway,"Multi-page mail-order list for complete bikes, framesets, handlebars, wheels, forks, pads, plates, pedals, and brakes.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,surrey bmx september comprehensive price list september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 10–12. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0410,v1.2 chronological census,V12-ABMX-0349,Archive collection,1983 European Championships Dijon deciding-round report,1983,1983,September 1983,European BMX Championship; Tim March; Andy Patterson; BMX Action Bike,"International race report documenting the deciding French round, heat, tactics, results, and championship titles.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,1983 european championships dijon deciding round report september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 13–19. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0411,v1.2 chronological census,V12-ABMX-0350,Team advertisement,Raleigh Champions of Europe Burner campaign,1983,1983,September 1983,Raleigh; Danny Stabielli; Craig Schofield,Factory-team brand advertisement connecting Raleigh Burner riders to European championship results.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,raleigh champions of europe burner campaign september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 12. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-006,"Teams, riders, and brand campaigns"
EPH-0412,v1.2 chronological census,V12-ABMX-0351,Event notice / contact flyer,September 1983 BMX race calendar,1983,1983,September 1983,BMX Action Bike; UKBMX; NBMXA; regional organizers,"Month-ahead calendar covering national, regional, club, open, and international events.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,september 1983 bmx race calendar september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed calendar section. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-005,"Events, registration, and membership"
EPH-0413,v1.2 chronological census,V12-ABMX-0352,Product literature,Bob Medrano mid-air moves instructional feature,1983,1983,September 1983,Bob Medrano; BMX Action Bike,Freestyle instruction documenting aerial body movement and style.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bob medrano mid air moves instructional feature september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 25–26. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0414,v1.2 chronological census,V12-ABMX-0353,Contest entry form / promotion,Skyway TA frame-and-fork giveaway,1983,1983,September 1983,BMX Action Bike; Skyway,Reader matching competition awarding a Skyway TA frame-and-fork set.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,skyway ta frame and fork giveaway september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 25–26. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-004,Contests and promotions
EPH-0415,v1.2 chronological census,V12-ABMX-0354,Dealer/shop advertisement,KD Racing BMX brands and indoor-track advertisement,1983,1983,September 1983,KD Racing; Diamond Back; Mongoose; Kuwahara,"Dealer advertisement for bikes, spares, clothing, and recurring indoor racing.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,kd racing bmx brands and indoor track advertisement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 27. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0416,v1.2 chronological census,V12-ABMX-0355,Retailer advertisement / price list,Bristol custom-built BMX price advertisement,1983,1983,September 1983,Bristol BMX retailer; Diamond Back; Mongoose; PK Ripper,"Retail advertisement for custom bicycles, complete bikes, components, and instant credit.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,bristol custom built bmx price advertisement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 27. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0417,v1.2 chronological census,V12-ABMX-0356,Product literature,CW racer handlebar range advertisement,1983,1983,September 1983,CW; Hotwheels,"Product advertisement comparing mini, standard, and professional chromoly handlebar sizes.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,cw racer handlebar range advertisement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 27. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0418,v1.2 chronological census,V12-ABMX-0357,Product announcement / kit,Boss Reynolds 501 handbuilt BMX launch,1983,1983,September 1983,Boss,Launch announcement for individually handbuilt race bicycles using Reynolds 501 tubing and adjustable specifications.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,boss reynolds 501 handbuilt bmx launch september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 28. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0419,v1.2 chronological census,V12-ABMX-0358,Product literature,Neil Stevens bar-hop instructional feature,1983,1983,September 1983,Neil Stevens; BMX Action Bike,"Step-by-step freestyle guide covering approach, body position, bar clearance, and dismount.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,neil stevens bar hop instructional feature september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 28–29. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0420,v1.2 chronological census,V12-ABMX-0359,Information-pack mailer,"GT Greg Hill poster, stickers, and price-list mailer",1983,1983,September 1983,GT; Greg Hill; GB GT,"Mail-in offer for a Greg Hill color poster, stickers, and price list.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,gt greg hill poster stickers and price list mailer september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 30. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0421,v1.2 chronological census,V12-ABMX-0360,Manufacturer/distributor catalog page,September next-generation BMX dealer network campaign,1983,1983,September 1983,UK BMX dealer network; Diamond Back; Mongoose; Firebird; Hutch,"Multi-brand dealer-network promotion for complete bikes, framesets, and future stock.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,september next generation bmx dealer network campaign september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 30. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0422,v1.2 chronological census,V12-ABMX-0361,Dealer/shop advertisement,MK Cycles Haro bargain and custom-wheel advertisement,1983,1983,September 1983,MK Cycles; Haro,Dealer advertisement for a discounted chromoly Haro bicycle and handbuilt wheel options.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,mk cycles haro bargain and custom wheel advertisement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 30. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0423,v1.2 chronological census,V12-ABMX-0362,Product literature,Grease Monkey freewheel service guide,1983,1983,September 1983,BMX Action Bike; Geoff Barraclough; Ian Buckden,"Technical maintenance guide covering freewheel inspection, removal, disassembly, cleaning, and reassembly.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,grease monkey freewheel service guide september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 35–36. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0424,v1.2 chronological census,V12-ABMX-0363,Product-history object,JMC Mini editorial test,1983,1983,September 1983,JMC; BMX Action Bike,Editorial test of a lightweight mini racing frame intended for smaller expert riders.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,jmc mini editorial test september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 39–40. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0425,v1.2 chronological census,V12-ABMX-0364,Archive collection,ABMX Scrapbook cruiser-racing feature,1983,1983,September 1983,BMX Action Bike; Tim March; Jamie Vince,Photo and text record documenting the growing 24-inch cruiser class and leading riders and frames.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,abmx scrapbook cruiser racing feature september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 40–48. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0426,v1.2 chronological census,V12-ABMX-0365,Archive collection,UKBMX national rankings noticeboard,1983,1983,September 1983,UKBMX,Association noticeboard publishing rankings through nine national meetings.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,ukbmx national rankings noticeboard september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 46–47. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0427,v1.2 chronological census,V12-ABMX-0366,Retailer advertisement / price list,"Faze 7 frames, wheels, apparel, and complete-bike price list",1983,1983,September 1983,Faze 7; Haro; Hutch; GT; Skyway,"Association-adjacent retailer price list for framesets, wheels, tyres, apparel, plates, and complete bikes.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,faze 7 frames wheels apparel and complete bike price list september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 46–47. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0428,v1.2 chronological census,V12-ABMX-0367,Retailer advertisement / price list,Suntal Cycles September complete-bike and component prices,1983,1983,September 1983,Suntal Cycles; Diamond Back; Kuwahara; Yamaha,"Retail advertisement for complete bicycles, framesets, wheels, helmets, and components.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,suntal cycles september complete bike and component prices september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 46. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0429,v1.2 chronological census,V12-ABMX-0368,Event registration coupon,UKBMX membership and insurance-extension application,1983,1983,September 1983,UKBMX,Membership application documenting UK competition membership and European and worldwide insurance extensions.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,ukbmx membership and insurance extension application september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 46. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-005,"Events, registration, and membership"
EPH-0430,v1.2 chronological census,V12-ABMX-0369,Product literature,Shimano DX chromoly freewheel technical advertisement,1983,1983,September 1983,Shimano; Middlemores,Technical advertisement for a chain-compatible chromoly freewheel with forged alloy construction and dust sealing.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,shimano dx chromoly freewheel technical advertisement september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 50. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0431,v1.2 chronological census,V12-ABMX-0370,Retailer advertisement / price list,Cycling 2000 September mail-order price list,1983,1983,September 1983,Cycling 2000; Hutch; Shimano; Skyway; ACS,"Mail-order price list for seat clamps, levers, wheels, grips, framesets, forks, and bars.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,cycling 2000 september mail order price list september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 57–58. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0432,v1.2 chronological census,V12-ABMX-0371,Retailer advertisement / price list,Edinburgh BMX shop September clearout and component prices,1983,1983,September 1983,Edinburgh BMX retailer; Kuwahara; Diamond Back; Mongoose,"Scottish dealer price advertisement for premium bikes, framesets, bars, and clearout items.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,edinburgh bmx shop september clearout and component prices september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 57–58. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0433,v1.2 chronological census,V12-ABMX-0372,Dealer advertisement / price-list lead,ABMX September Sales and Swaps marketplace,1983,1983,September 1983,BMX Action Bike; UKBMX Publications,"Private classified marketplace preserving period asking prices, wanted notices, and swap terms.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,abmx september sales and swaps marketplace september 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed pages 53 onward. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0434,v1.2 chronological census,V12-ABMX-0373,Product-history object,Kuwahara Nova editorial test,1983,1983,September 1983,Kuwahara; BMX Action Bike,"Editorial test documenting Nova geometry, chromoly and trimoly construction, specification, handling, and value.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — September 1983 — Volume 2 Number 11. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/64-september-nineteen-eighty-three,,kuwahara nova editorial test september 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 56–58. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
